Cluster Name,Gaia DR3 Name,Membership Probability,Right Ascension (deg),Declination (deg),parallax (milli-arcseconds),GAIA g apparent mag,GAIA colour bp - rp,,,,,
NGC_2477,5538116103478300000,0.87825572,118.2367757,-38.6,0.6708,13.522789,0.932792,,,,,
NGC_2477,5538868096409040000,0.87811404,118.1783679,-38.5,0.7215,17.875183,1.639112,,,,,
NGC_2477,5538871055648310000,0.87751049,118.0338344,-38.42,0.6904,14.016883,0.877536,,,,,
NGC_2477,5538506773703280000,0.87739645,117.8965957,-38.51,0.6956,13.600073,0.910906,,,,,
NGC_2477,5538494644715620000,0.87701459,117.9669189,-38.56,0.7127,12.679187,0.793279,,,,,
NGC_2477,5538490104924580000,0.87679848,118.0017468,-38.65,0.6926,13.979917,0.842678,,,,,
NGC_2477,5538866172266740000,0.87677955,118.0710074,-38.56,0.7085,14.886543,0.991225,,,,,
NGC_2477,5538490246669090000,0.87663199,118.047362,-38.66,0.6916,13.424868,0.856452,,,,,
NGC_2477,5538864802175970000,0.87637106,118.1400539,-38.64,0.7099,12.271555,0.796069,,,,,
NGC_2477,5538870093575750000,0.8757257,117.9852666,-38.53,0.6622,16.72203,1.305328,,,,,
NGC_2477,5538867757113290000,0.87564323,118.2478805,-38.48,0.6778,13.711338,0.862376,,,,,
NGC_2477,5538506327026700000,0.87537216,117.8899595,-38.54,0.7017,15.44013,1.0959,,,,,
NGC_2477,5538868066350970000,0.87496348,118.2091438,-38.49,0.6812,16.591717,1.310905,,,,,
NGC_2477,5538865145773310000,0.87489284,118.1640447,-38.62,0.6962,15.5756855,1.08459,,,,,
NGC_2477,5538868268207770000,0.87475405,118.1569139,-38.48,0.6744,18.40049,1.818169,,,,,
NGC_2477,5538865695529210000,0.87439469,118.087121,-38.62,0.7071,12.394987,0.949502,,,,,
NGC_2477,5538869406380930000,0.87425286,118.0372126,-38.52,0.7201,15.509942,1.052016,,,,,
NGC_2477,5538493854441410000,0.87308409,117.9641885,-38.59,0.677,13.577255,0.787918,,,,,
NGC_2477,5538494575995850000,0.87282884,117.9028345,-38.55,0.6954,13.052724,0.713452,,,,,
NGC_2477,5538864630377300000,0.87115634,118.1331097,-38.66,0.6982,16.107908,1.2017,,,,,
NGC_2477,5538882222559620000,0.8706242,117.9616261,-38.46,0.676,17.769466,1.496246,,,,,
NGC_2477,5538865931745420000,0.87052936,118.0956937,-38.57,0.6829,16.403498,1.216387,,,,,
NGC_2477,5538866588882340000,0.87038884,118.0985176,-38.54,0.6664,14.924452,0.966557,,,,,
NGC_2477,5538493747057150000,0.86908527,118.0201142,-38.57,0.6752,17.519638,1.478401,,,,,
NGC_2477,5538493579563730000,0.86907079,117.9857643,-38.6,0.686,12.820272,0.671902,,,,,
NGC_2477,5538864836535690000,0.86885797,118.1489028,-38.63,0.7026,14.679108,0.9338015,,,,,
NGC_2477,5538508006347540000,0.8682095,117.874989,-38.45,0.673,13.03535,0.83927,,,,,
NGC_2477,5538866554522580000,0.86753092,118.109608,-38.53,0.6869,13.9319315,0.814071,,,,,
NGC_2477,5538868066350970000,0.86741956,118.2015029,-38.48,0.6782,15.9692,1.192559,,,,,
NGC_2477,5538871021288600000,0.86735619,118.0163083,-38.43,0.7023,15.458081,1.15142,,,,,
NGC_2477,5538493579565660000,0.8663648,117.9833347,-38.61,0.6993,10.561021,1.222862,,,,,
NGC_2477,5538869573874440000,0.86559833,118.0861293,-38.52,0.7173,11.966747,1.388223,,,,,
NGC_2477,5538869165862750000,0.86553479,118.0692884,-38.54,0.7111,14.827645,0.944326,,,,,
NGC_2477,5538866073486320000,0.86522726,118.0682921,-38.57,0.7144,16.133396,1.175537,,,,,
NGC_2477,5538490555906760000,0.8649833,118.0011412,-38.63,0.683,13.504837,0.8053045,,,,,
NGC_2477,5538865489370690000,0.86482619,118.1432303,-38.58,0.6677,13.412304,0.702697,,,,,
NGC_2477,5538869990496400000,0.86471849,118.0840283,-38.47,0.6654,13.1502905,0.74959,,,,,
NGC_2477,5538868238149720000,0.86451869,118.1273454,-38.49,0.6712,15.89343,1.188883,,,,,
NGC_2477,5538868031991250000,0.86450628,118.1921317,-38.51,0.6561,13.393809,0.827038,,,,,
NGC_2477,5538489628189530000,0.86411202,118.0860006,-38.64,0.6988,16.565718,1.304564,,,,,
NGC_2477,5538882944117790000,0.8636799,118.0026296,-38.39,0.6886,14.528619,1.004561,,,,,
NGC_2477,5538493747057130000,0.86364671,118.0134114,-38.58,0.6884,15.915519,1.135722,,,,,
NGC_2477,5538490418467650000,0.86258262,118.0437337,-38.63,0.7059,14.736077,0.992225,,,,,
NGC_2477,5538495057032470000,0.8619323,117.9538056,-38.52,0.7119,17.651,1.494762,,,,,
NGC_2477,5538867340491450000,0.86121239,118.2613413,-38.53,0.6762,13.771789,0.829364,,,,,
NGC_2477,5538869131503020000,0.86057853,118.0623336,-38.55,0.687,14.291837,0.879218,,,,,
NGC_2477,5538494094959560000,0.86035384,117.921488,-38.61,0.6881,17.033075,1.370856,,,,,
NGC_2477,5538489731272900000,0.86035384,117.9864178,-38.71,0.6883,15.225747,1.176691,,,,,
NGC_2477,5538494606050610000,0.85989125,117.9447348,-38.58,0.6632,18.255705,1.761569,,,,,
NGC_2477,5538489559468500000,0.85851574,118.0890511,-38.66,0.665,16.139685,1.21541,,,,,
NGC_2477,5538867654034090000,0.85835291,118.2418334,-38.49,0.6629,17.943802,1.648441,,,,,
NGC_2477,5538494953953290000,0.85706059,117.9074869,-38.54,0.6869,14.640191,0.956383,,,,,
NGC_2477,5538873117232520000,0.85693817,118.1015581,-38.37,0.7051,16.953665,1.402134,,,,,
NGC_2477,5538869028423830000,0.85655184,118.0445445,-38.55,0.7186,12.153705,1.386932,,,,,
NGC_2477,5538506567544880000,0.85610656,117.8598554,-38.52,0.6781,13.24924,0.836956,,,,,
NGC_2477,5538495125751940000,0.85534461,117.9521041,-38.5,0.6982,14.389461,0.927919,,,,,
NGC_2477,5538865592449860000,0.85506164,118.1864087,-38.56,0.6854,14.864746,1.0246155,,,,,
NGC_2477,5538866691961500000,0.85487229,118.134203,-38.51,0.6744,13.691383,0.820683,,,,,
NGC_2477,5538494094959850000,0.85482412,117.9254624,-38.61,0.683,14.577386,0.928233,,,,,
NGC_2477,5538865072751920000,0.85401379,118.1172608,-38.6,0.7031,17.869837,1.638356,,,,,
NGC_2477,5538866722022560000,0.85393511,118.121121,-38.51,0.6685,17.599995,1.61953,,,,,
NGC_2477,5538864973974680000,0.85354496,118.1088031,-38.62,0.6964,15.077828,0.984066,,,,,
NGC_2477,5538866726321260000,0.85322334,118.1089299,-38.52,0.6642,15.744075,1.115151,,,,,
NGC_2477,5538865798608420000,0.85270404,118.0783499,-38.6,0.6988,10.913203,1.622927,,,,,
NGC_2477,5538869268942020000,0.85264828,118.0081269,-38.55,0.6949,13.939065,0.774506,,,,,
NGC_2477,5538506769396970000,0.85213136,117.8919895,-38.52,0.6963,13.852624,0.893019,,,,,
NGC_2477,5538870677691210000,0.85158923,118.0419068,-38.47,0.7346,15.566843,1.1280155,,,,,
NGC_2477,5538870334093850000,0.85092599,118.0209436,-38.48,0.6728,13.5159235,0.832766,,,,,
NGC_2477,5538507422233450000,0.85019527,117.8586287,-38.49,0.6825,17.605665,1.510849,,,,,
NGC_2477,5538870746410690000,0.85010349,118.0321414,-38.46,0.689,15.787838,1.156204,,,,,
NGC_2477,5538870501587370000,0.84974715,117.9873303,-38.48,0.704,13.475926,0.819937,,,,,
NGC_2477,5538866623242060000,0.84955857,118.1036413,-38.53,0.7225,12.760424,0.724187,,,,,
NGC_2477,5538870574612050000,0.84942985,117.9815405,-38.46,0.6815,13.91467,0.919233,,,,,
NGC_2477,5538493678342750000,0.84928081,118.0291175,-38.58,0.6877,16.979519,1.272772,,,,,
NGC_2477,5538495091392220000,0.84928081,117.9324104,-38.52,0.6946,14.787302,1.001205,,,,,
NGC_2477,5538864939615050000,0.8489639,118.0885667,-38.63,0.6905,13.779495,0.830053,,,,,
NGC_2477,5538867928907770000,0.8467169,118.1856659,-38.51,0.7108,14.170961,0.913453,,,,,
NGC_2477,5538488975358820000,0.84548954,118.0345871,-38.72,0.7002,15.567714,1.221247,,,,,
NGC_2477,5538866073486320000,0.84494993,118.0577981,-38.57,0.6893,14.984252,0.95615,,,,,
NGC_2477,5538869298996540000,0.84485893,118.0284304,-38.53,0.7195,15.181944,1.071026,,,,,
NGC_2477,5538871742842980000,0.84446773,118.1639789,-38.44,0.6774,13.911653,0.935811,,,,,
NGC_2477,5538870677691210000,0.84390687,118.0443097,-38.47,0.7112,13.017527,0.770341,,,,,
NGC_2477,5538866893818120000,0.84288913,118.2038823,-38.55,0.6977,15.17988,1.041695,,,,,
NGC_2477,5538114660369300000,0.84288913,118.2076266,-38.61,0.6825,15.913391,1.181981,,,,,
NGC_2477,5538507976294090000,0.84177658,117.902947,-38.44,0.6687,15.397051,1.09743,,,,,
NGC_2477,5538113904456940000,0.84106942,118.1431403,-38.69,0.7054,16.343884,1.300697,,,,,
NGC_2477,5538867963271800000,0.84048599,118.1537745,-38.51,0.6719,16.886755,1.411473,,,,,
NGC_2477,5538868405646780000,0.84010942,118.1693448,-38.45,0.7154,18.837433,2.289189,,,,,
NGC_2477,5538494266758240000,0.84002964,117.9187564,-38.59,0.7075,12.825581,0.912739,,,,,
NGC_2477,5538494266758240000,0.84002964,117.919026,-38.6,0.707,15.018263,1.023587,,,,,
NGC_2477,5538867172997800000,0.83975694,118.1871125,-38.52,0.7002,17.380156,1.463073,,,,,
NGC_2477,5538882394362070000,0.83972382,117.9553372,-38.45,0.7361,11.936963,1.564691,,,,,
NGC_2477,5538866996897340000,0.83966257,118.2206609,-38.54,0.6633,17.536484,1.572807,,,,,
NGC_2477,5538113698298510000,0.83934065,118.1519464,-38.71,0.7029,14.503486,1.076268,,,,,
NGC_2477,5538869097139530000,0.83922916,118.0349315,-38.55,0.6754,17.876406,1.563449,,,,,
NGC_2477,5538866829400410000,0.83916898,118.222887,-38.56,0.675,15.648633,1.108362,,,,,
NGC_2477,5538114312467150000,0.83916898,118.2418013,-38.64,0.6919,17.807877,1.700392,,,,,
NGC_2477,5538865107108470000,0.83875942,118.1214056,-38.6,0.6834,13.978072,0.830534,,,,,
NGC_2477,5538494984007980000,0.83779631,117.9217813,-38.53,0.6801,13.327869,0.7461895,,,,,
NGC_2477,5538864596017040000,0.83752197,118.1217059,-38.66,0.7106,15.915341,1.167174,,,,,
NGC_2477,5538494369839700000,0.83745762,117.8887599,-38.58,0.7119,14.244905,0.8840925,,,,,
NGC_2477,5538871188785570000,0.83690021,118.1281964,-38.48,0.6499,17.027216,1.437744,,,,,
NGC_2477,5538866348364150000,0.83584633,118.1268411,-38.56,0.6657,13.448649,0.726486,,,,,
NGC_2477,5538865214492800000,0.83551481,118.1547288,-38.62,0.6871,13.176597,0.732789,,,,,
NGC_2477,5538866584583590000,0.8352042,118.0903262,-38.55,0.6976,11.571757,0.64188,,,,,
NGC_2477,5538867207357520000,0.83490635,118.2112498,-38.52,0.7171,15.749065,1.156441,,,,,
NGC_2477,5538866176565520000,0.83454546,118.073937,-38.56,0.6977,13.095834,0.693362,,,,,
NGC_2477,5538869440740660000,0.83407416,118.0465693,-38.51,0.7313,13.119608,0.845239,,,,,
NGC_2477,5538870265374370000,0.83398077,118.0353068,-38.49,0.6788,13.468924,0.745862,,,,,
NGC_2477,5538112736223580000,0.83396809,118.2233874,-38.73,0.6848,14.183665,1.001497,,,,,
NGC_2477,5538866172266740000,0.83383775,118.0629119,-38.56,0.7091,12.449516,0.840644,,,,,
NGC_2477,5538866962537610000,0.83327716,118.2469042,-38.54,0.6684,17.815958,1.576525,,,,,
NGC_2477,5538506911142210000,0.83211609,117.917814,-38.49,0.6969,12.942016,0.978548,,,,,
NGC_2477,5538869062786350000,0.83159502,118.0274686,-38.56,0.7204,12.289007,0.753564,,,,,
NGC_2477,5538493476484270000,0.83158444,117.9411337,-38.6,0.7236,16.8351,1.345611,,,,,
NGC_2477,5538506670624080000,0.83156566,117.8660082,-38.5,0.6812,13.813337,0.913955,,,,,
NGC_2477,5538864660438240000,0.83123333,118.1070376,-38.66,0.6886,17.987745,1.655081,,,,,
NGC_2477,5537738661751770000,0.83120778,118.1182591,-38.69,0.6903,12.936069,0.845461,,,,,
NGC_2477,5538869475100410000,0.83009515,118.0338005,-38.51,0.6716,16.117718,1.183058,,,,,
NGC_2477,5538866726321260000,0.82973239,118.1150547,-38.52,0.6581,14.872288,0.980576,,,,,
NGC_2477,5538869440740660000,0.82972138,118.0432931,-38.51,0.6834,16.2448,1.2067955,,,,,
NGC_2477,5538869956136670000,0.82945895,118.0861009,-38.48,0.6631,14.850463,0.984506,,,,,
NGC_2477,5538494709128800000,0.82812789,117.9477964,-38.54,0.709,12.023529,1.399706,,,,,
NGC_2477,5538866550220760000,0.82763767,118.1208099,-38.54,0.6821,14.956843,1.081472,,,,,
NGC_2477,5538872361318510000,0.82701658,118.0629953,-38.42,0.6974,14.687923,1.0112615,,,,,
NGC_2477,5538869887417350000,0.82698098,118.0431196,-38.49,0.7157,15.939171,1.142222,,,,,
NGC_2477,5538869784337950000,0.82658338,118.1080368,-38.47,0.6857,14.372155,0.901935,,,,,
NGC_2477,5538493609618090000,0.82562872,117.9856614,-38.6,0.7253,14.72891,0.937829,,,,,
NGC_2477,5538869475100420000,0.82485732,118.0297696,-38.52,0.7162,15.507963,1.057687,,,,,
NGC_2477,5538495091392310000,0.82485732,117.9385152,-38.52,0.7231,14.663169,1.063656,,,,,
NGC_2477,5538870986928880000,0.82425475,118.0028544,-38.45,0.6691,15.9267,1.241892,,,,,
NGC_2477,5538508045013580000,0.82413607,117.8747935,-38.43,0.6856,14.356083,1.085347,,,,,
NGC_2477,5538869539521100000,0.82404244,118.0803333,-38.53,0.7045,12.641992,0.7916085,,,,,
NGC_2477,5538884455946250000,0.82401627,118.0298063,-38.38,0.6932,13.934567,0.933434,,,,,
NGC_2477,5538507392178610000,0.82362566,117.8333542,-38.51,0.6678,17.079714,1.352792,,,,,
NGC_2477,5538506292666970000,0.82356466,117.8821058,-38.55,0.6727,15.617488,1.087004,,,,,
NGC_2477,5538494026240310000,0.82356466,117.9867085,-38.55,0.6629,16.986805,1.32345,,,,,
NGC_2477,5538112873662530000,0.82333398,118.1823011,-38.73,0.6931,17.261978,1.565971,,,,,
NGC_2477,5538493270325860000,0.82330391,117.9319918,-38.64,0.6911,14.565031,1.022834,,,,,
NGC_2477,5538494644715620000,0.82300393,117.9611741,-38.56,0.6723,14.160594,0.931029,,,,,
NGC_2477,5538494026240300000,0.82269065,117.9893313,-38.54,0.7066,16.08594,1.268027,,,,,
NGC_2477,5538492858009280000,0.82227703,117.8763465,-38.61,0.6899,15.968397,1.149837,,,,,
NGC_2477,5538865832968140000,0.82221429,118.0984657,-38.6,0.7152,16.263388,1.220107,,,,,
NGC_2477,5538490521546860000,0.8217967,118.0273801,-38.64,0.6658,16.405918,1.247138,,,,,
NGC_2477,5538882772319120000,0.82167305,118.0054343,-38.43,0.7396,15.957162,1.237933,,,,,
NGC_2477,5538869131503030000,0.82159067,118.0547341,-38.55,0.6707,16.213099,1.31123,,,,,
NGC_2477,5538870643331490000,0.8212227,118.0377121,-38.49,0.7141,15.235352,1.055487,,,,,
NGC_2477,5538493201606400000,0.82117818,117.9661276,-38.62,0.7058,14.171555,0.874295,,,,,
NGC_2477,5538864870891690000,0.82059496,118.1054768,-38.64,0.725,12.325417,1.498049,,,,,
NGC_2477,5538507426538330000,0.82054436,117.8469577,-38.49,0.6891,15.680004,1.113871,,,,,
NGC_2477,5538493442118070000,0.82039613,117.9386012,-38.62,0.714,15.558008,1.205465,,,,,
NGC_2477,5538494541636450000,0.81971292,117.892046,-38.57,0.6932,14.409271,0.937486,,,,,
NGC_2477,5538112770583320000,0.81957967,118.2296674,-38.72,0.6811,14.376215,1.050507,,,,,
NGC_2477,5538867104274090000,0.81899883,118.1916675,-38.54,0.666,19.546982,1.925276,,,,,
NGC_2477,5538492922423330000,0.81888662,117.8566348,-38.6,0.7022,15.733228,1.193098,,,,,
NGC_2477,5538866726321250000,0.81886263,118.1223549,-38.51,0.673,14.242256,0.8774215,,,,,
NGC_2477,5538882875398320000,0.81884319,118.0148155,-38.41,0.69,18.317602,1.812016,,,,,
NGC_2477,5538870368453660000,0.81828689,117.9746341,-38.51,0.6992,15.553828,1.207215,,,,,
NGC_2477,5538864767816210000,0.81822426,118.1565027,-38.64,0.7063,16.817898,1.297014,,,,,
NGC_2477,5538865798608410000,0.81803559,118.0823398,-38.6,0.667,13.223367,0.756284,,,,,
NGC_2477,5538490040510720000,0.81770918,117.971312,-38.66,0.6722,14.915373,1.007355,,,,,
NGC_2477,5538868238149710000,0.81766563,118.1353415,-38.49,0.6573,13.699654,0.90019,,,,,
NGC_2477,5538869234582220000,0.81727282,118.0586115,-38.52,0.678,14.188586,0.839664,,,,,
NGC_2477,5538494507276390000,0.81703548,117.9184201,-38.57,0.6743,15.773683,1.12402,,,,,
NGC_2477,5538494438559070000,0.81668772,117.8851451,-38.57,0.6999,13.639329,0.868714,,,,,
NGC_2477,5538494434253760000,0.81668772,117.8838631,-38.57,0.6784,18.314816,1.769152,,,,,
NGC_2477,5538510793792700000,0.81518101,117.7949558,-38.43,0.6814,13.137573,0.7099315,,,,,
NGC_2477,5538866382723870000,0.81504486,118.1442866,-38.55,0.7218,12.644191,0.739344,,,,,
NGC_2477,5538489318956140000,0.81377851,118.0931265,-38.68,0.6903,13.5716505,0.837877,,,,,
NGC_2477,5538871188785530000,0.81367677,118.1155114,-38.48,0.7161,18.436207,1.858202,,,,,
NGC_2477,5538507701416240000,0.81366241,117.8310711,-38.46,0.7028,13.933816,0.8305655,,,,,
NGC_2477,5538866344059040000,0.81363023,118.1264727,-38.54,0.7243,10.732309,0.910867,,,,,
NGC_2477,5538865901687610000,0.81347975,118.0893269,-38.58,0.7077,12.923262,0.708379,,,,,
NGC_2477,5538495057032460000,0.81328995,117.9623796,-38.51,0.7291,12.3411045,1.460258,,,,,
NGC_2477,5538871467965120000,0.81314376,118.1042775,-38.45,0.6641,13.849645,0.896017,,,,,
NGC_2477,5538490384107940000,0.81309751,118.0715477,-38.64,0.6825,14.216738,0.852205,,,,,
NGC_2477,5538494163681180000,0.81266563,117.9100181,-38.6,0.6727,13.953108,0.857839,,,,,
NGC_2477,5538882325642580000,0.81239279,117.9705105,-38.45,0.6623,13.295638,0.801449,,,,,
NGC_2477,5538872288297280000,0.81209046,118.0744907,-38.43,0.7145,18.671448,2.046082,,,,,
NGC_2477,5538866760681170000,0.81141921,118.1253325,-38.5,0.68,14.603172,0.9488605,,,,,
NGC_2477,5538871193090200000,0.81124039,118.1262304,-38.47,0.6982,11.536243,0.441322,,,,,
NGC_2477,5538872601836490000,0.81110258,118.0695135,-38.4,0.6752,14.149121,1.00046,,,,,
NGC_2477,5538495091392210000,0.81101629,117.9378442,-38.51,0.6723,16.39044,1.274311,,,,,
NGC_2477,5538869406380950000,0.8109634,118.0356062,-38.54,0.6892,12.898149,0.732929,,,,,
NGC_2477,5538493579563520000,0.81077606,117.9798632,-38.6,0.7167,12.125629,1.416143,,,,,
NGC_2477,5538866760680970000,0.81076377,118.1246539,-38.5,0.6807,13.551679,0.81692,,,,,
NGC_2477,5538864797870820000,0.81071069,118.1388495,-38.63,0.7255,12.757865,0.7080835,,,,,
NGC_2477,5538866588882350000,0.81057043,118.0865483,-38.53,0.707,12.0596285,0.730542,,,,,
NGC_2477,5538869543819830000,0.80986902,118.0917557,-38.53,0.669,13.905322,0.806255,,,,,
NGC_2477,5538871296166410000,0.80986902,118.1303592,-38.46,0.6845,14.774352,1.021431,,,,,
NGC_2477,5538490452827640000,0.80846508,118.0513082,-38.62,0.6914,14.422586,0.905906,,,,,
NGC_2477,5538507216075220000,0.80833175,117.9136968,-38.46,0.6824,15.314844,1.118655,,,,,
NGC_2477,5538870535950530000,0.80829465,117.99979,-38.46,0.6684,17.131598,1.435953,,,,,
NGC_2477,5538871193087220000,0.80829357,118.1225508,-38.49,0.7019,14.173149,0.870641,,,,,
NGC_2477,5538493682642920000,0.808055,118.0220023,-38.59,0.6941,14.922586,0.966063,,,,,
NGC_2477,5538870746410670000,0.8078006,118.0377707,-38.44,0.7022,15.740335,1.170531,,,,,
NGC_2477,5538494782150330000,0.80650437,117.9794288,-38.53,0.6928,15.246146,0.979384,,,,,
NGC_2477,5538508281227310000,0.8055881,117.8481868,-38.42,0.6661,16.948788,1.54907,,,,,
NGC_2477,5538494125014100000,0.80516469,117.9000807,-38.61,0.6975,15.679611,1.11456,,,,,
NGC_2477,5538867310436730000,0.80515714,118.2060145,-38.5,0.7046,15.496556,1.121055,,,,,
NGC_2477,5538871742842970000,0.80515714,118.1656004,-38.43,0.6964,13.717775,0.926812,,,,,
NGC_2477,5538507151660380000,0.80510101,117.9095232,-38.47,0.6893,15.6653185,1.175066,,,,,
NGC_2477,5538870231014670000,0.80454789,118.0137272,-38.5,0.6883,15.030221,0.995598,,,,,
NGC_2477,5538866348364150000,0.80398387,118.1285711,-38.56,0.6839,14.702452,0.921658,,,,,
NGC_2477,5538870471532860000,0.80302814,117.9766743,-38.48,0.7407,12.380591,1.489066,,,,,
NGC_2477,5538490658986070000,0.80296087,118.0403551,-38.61,0.6644,15.00073,0.982466,,,,,
NGC_2477,5538493613923260000,0.80277744,117.9878072,-38.6,0.6947,14.937434,0.959085,,,,,
NGC_2477,5538865008334400000,0.80277396,118.1271019,-38.62,0.6987,11.584534,1.414151,,,,,
NGC_2477,5538868822265200000,0.80166416,118.1838968,-38.43,0.6634,14.208998,0.986392,,,,,
NGC_2477,5538490315388450000,0.80147058,118.0376981,-38.64,0.6922,13.574788,0.790044,,,,,
NGC_2477,5538870265374380000,0.80137234,118.0268596,-38.49,0.6504,16.75052,1.322073,,,,,
NGC_2477,5538494537331200000,0.80120293,117.9004809,-38.56,0.7104,15.880569,1.15269,,,,,
NGC_2477,5538493613923270000,0.80115366,117.9968664,-38.6,0.675,15.175229,1.00341,,,,,
NGC_2477,5538870299734140000,0.80061476,118.0077482,-38.49,0.6729,14.306058,1.032156,,,,,
NGC_2477,5538864664736520000,0.80045828,118.1090461,-38.65,0.7196,12.625494,1.0440825,,,,,
NGC_2477,5538867035558820000,0.8002745,118.2327155,-38.54,0.6585,15.751055,1.136642,,,,,
NGC_2477,5538489726967310000,0.79938483,117.9734258,-38.71,0.7015,17.845415,1.672806,,,,,
NGC_2477,5538507804495450000,0.79936498,117.8566386,-38.48,0.6791,13.704368,0.810052,,,,,
NGC_2477,5538883145974730000,0.79923039,117.985882,-38.38,0.6686,17.536377,1.554008,,,,,
NGC_2477,5538869406380950000,0.79902157,118.0271837,-38.53,0.7056,14.006223,0.787962,,,,,
NGC_2477,5538866520162870000,0.7988547,118.0972459,-38.55,0.6995,15.223052,1.14185,,,,,
NGC_2477,5538869814392600000,0.79881696,118.0592075,-38.51,0.6668,13.397019,0.816454,,,,,
NGC_2477,5537738524312830000,0.79868562,118.1069434,-38.72,0.6847,14.249968,1.021503,,,,,
NGC_2477,5538869436435480000,0.79839551,118.04207,-38.51,0.7158,11.887885,1.427377,,,,,
NGC_2477,5538492445692430000,0.79811378,117.8756892,-38.65,0.6856,17.53643,1.513046,,,,,
NGC_2477,5538866137903860000,0.79805895,118.0883142,-38.56,0.6691,18.319468,1.770218,,,,,
NGC_2477,5538116717649080000,0.79667148,118.2722945,-38.54,0.6728,15.833811,1.19737,,,,,
NGC_2477,5538865214492960000,0.79649436,118.1519787,-38.61,0.6816,13.4450245,0.760636,,,,,
NGC_2477,5538506842422730000,0.79621623,117.9341932,-38.51,0.6874,15.476744,1.110387,,,,,
NGC_2477,5538882360002300000,0.79523306,117.9845616,-38.45,0.6923,13.614035,0.884951,,,,,
NGC_2477,5538882737959400000,0.79500135,117.9949444,-38.43,0.6863,13.672365,0.880261,,,,,
NGC_2477,5538506838117860000,0.79415718,117.9299888,-38.5,0.6979,17.2371,1.44117,,,,,
NGC_2477,5538114110613510000,0.79411744,118.149947,-38.66,0.7141,15.459778,1.071684,,,,,
NGC_2477,5538870265374380000,0.7938199,118.0289944,-38.49,0.6923,15.512577,1.082188,,,,,
NGC_2477,5538490521546860000,0.79352622,118.0311909,-38.64,0.667,15.054585,0.989583,,,,,
NGC_2477,5538116137838030000,0.79348163,118.2444255,-38.58,0.6674,13.80978,0.9246,,,,,
NGC_2477,5538867447875660000,0.79338144,118.2485249,-38.5,0.6789,16.086279,1.220838,,,,,
